Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
01280075,Haverhill - Tilton,621,23.7,14.0,554,85.6,student_mobility_2015,2015
01280080,Haverhill - Walnut Square,152,17.1,7.2,144,87.5,student_mobility_2015,2015
06850005,Hawlemont - Hawlemont Regional,116,11.2,6.9,109,94.5,student_mobility_2015,2015
04190305,Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,232,17.7,14.2,228,83.8,student_mobility_2015,2015
04550050,Hill View Montessori Charter Public - Hill View Montessori Charter Public School,309,2.6,1.3,306,98.4,student_mobility_2015,2015
04500105,Hilltown Cooperative Charter Public - Hilltown Cooperative Charter Public School,198,5.1,2.5,195,96.4,student_mobility_2015,2015
01310005,Hingham - East Elementary School,614,6.4,4.9,595,96.6,student_mobility_2015,2015
01310505,Hingham - Hingham High,1219,2.5,1.1,1209,98.3,student_mobility_2015,2015
01310410,Hingham - Hingham Middle School,1027,1.4,0.7,1022,99.1,student_mobility_2015,2015
01310019,Hingham - Plymouth River,476,2.9,2.7,465,99.4,student_mobility_2015,2015
01310020,Hingham - South Elementary,543,4.2,2.9,531,97.9,student_mobility_2015,2015
01310010,Hingham - Wm L Foster Elementary,494,6.5,4.5,475,97.3,student_mobility_2015,2015
01330505,Holbrook - Holbrook Jr Sr High,509,14.3,8.3,485,89.9,student_mobility_2015,2015
01330018,Holbrook - John F Kennedy,451,11.3,6.7,427,93.7,student_mobility_2015,2015
01330025,Holbrook - South,312,6.4,4.8,301,97.0,student_mobility_2015,2015
01350005,Holland - Holland Elementary,249,9.2,5.6,239,94.6,student_mobility_2015,2015
01360505,Holliston - Holliston High,810,3.6,1.4,803,97.3,student_mobility_2015,2015
01360007,Holliston - Miller School,658,2.0,1.4,651,99.1,student_mobility_2015,2015
01360010,Holliston - Placentino Elementary,709,4.5,3.4,692,97.8,student_mobility_2015,2015
01360305,Holliston - Robert H. Adams Middle School,694,2.4,1.4,685,98.8,student_mobility_2015,2015
01370045,Holyoke - E N White Elementary,500,29.4,22.0,429,82.3,student_mobility_2015,2015
01370070,Holyoke - H.B. Lawrence School,357,40.3,30.0,300,71.0,student_mobility_2015,2015
01370505,Holyoke - Holyoke High,1460,20.5,11.6,1358,85.4,student_mobility_2015,2015
01370003,Holyoke - Joseph Metcalf School,317,41.0,36.3,229,81.7,student_mobility_2015,2015
01370040,Holyoke - Kelly Elementary,653,30.3,18.7,592,76.9,student_mobility_2015,2015
01370055,Holyoke - Lt Clayre Sullivan Elementary,638,25.1,19.4,579,82.6,student_mobility_2015,2015
01370015,Holyoke - Lt Elmer J McMahon Elementary,436,22.0,15.8,404,84.2,student_mobility_2015,2015
01370060,Holyoke - Maurice A Donahue Elementary,687,34.6,20.4,619,72.5,student_mobility_2015,2015
01370025,Holyoke - Morgan Full Service Community School,455,32.7,19.3,406,75.4,student_mobility_2015,2015
01370030,Holyoke - William R. Peck School,450,35.3,18.4,403,72.2,student_mobility_2015,2015
01370605,Holyoke - Wm J Dean Vocational Technical High,442,28.5,11.3,423,74.7,student_mobility_2015,2015
04530005,Holyoke Community Charter - Holyoke Community Charter School,743,11.2,6.1,715,92.3,student_mobility_2015,2015
01380505,Hopedale - Hopedale Jr Sr High,543,2.4,1.7,537,98.7,student_mobility_2015,2015
01380010,Hopedale - Memorial,604,1.8,0.7,600,98.8,student_mobility_2015,2015
01380003,Hopedale - Park Street School,94,6.4,4.3,90,97.8,student_mobility_2015,2015
01390005,Hopkinton - Center,455,4.8,3.5,443,97.7,student_mobility_2015,2015
01390010,Hopkinton - Elmwood,475,3.4,2.3,465,98.7,student_mobility_2015,2015
01390015,Hopkinton - Hopkins Elementary School,547,2.7,1.5,540,98.5,student_mobility_2015,2015
01390505,Hopkinton - Hopkinton High,1129,1.5,0.9,1122,99.1,student_mobility_2015,2015
01390305,Hopkinton - Hopkinton Middle School,851,1.5,1.1,845,99.2,student_mobility_2015,2015
01390003,Hopkinton - Hopkinton Pre-School,62,25.8,24.2,49,93.9,student_mobility_2015,2015
01410030,Hudson - C A Farley,529,5.7,3.6,513,97.3,student_mobility_2015,2015
01410410,Hudson - David J. Quinn Middle School,696,4.5,2.2,686,96.9,student_mobility_2015,2015
01410015,Hudson - Forest Avenue Elementary,330,7.0,5.5,316,97.2,student_mobility_2015,2015
01410505,Hudson - Hudson High,1121,7.9,4.5,1089,94.8,student_mobility_2015,2015
01410007,Hudson - Mulready Elementary,292,7.2,4.8,280,96.8,student_mobility_2015,2015
01420505,Hull - Hull High,349,8.9,3.7,344,92.4,student_mobility_2015,2015
01420015,Hull - Lillian M Jacobs,471,13.4,8.5,446,91.5,student_mobility_2015,2015
01420305,Hull - Memorial Middle,253,6.3,2.8,249,95.2,student_mobility_2015,2015
04350305,Innovation Academy Charter - Innovation Academy Charter School,776,4.8,2.7,770,96.0,student_mobility_2015,2015
01440505,Ipswich - Ipswich High,575,4.7,1.6,571,96.0,student_mobility_2015,2015
01440305,Ipswich - Ipswich Middle School,488,2.7,1.0,485,97.9,student_mobility_2015,2015
01440007,Ipswich - Paul F Doyon Memorial,454,7.3,4.0,440,95.7,student_mobility_2015,2015
01440015,Ipswich - Winthrop,441,5.7,4.1,434,95.9,student_mobility_2015,2015
06900510,King Philip - King Philip Middle School,804,2.4,1.4,794,98.9,student_mobility_2015,2015
06900505,King Philip - King Philip Regional High,1337,4.6,2.2,1319,96.7,student_mobility_2015,2015
01450005,Kingston - Kingston Elementary,442,7.7,6.3,416,98.1,student_mobility_2015,2015
01450020,Kingston - Kingston Intermediate,666,6.5,3.5,645,96.6,student_mobility_2015,2015
04630205,KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,300,12.3,8.3,293,89.8,student_mobility_2015,2015
04290010,KIPP Academy Lynn Charter - KIPP Academy Lynn Charter School,879,9.6,5.0,867,91.7,student_mobility_2015,2015
01480005,Lanesborough - Lanesborough Elementary,229,8.7,3.9,220,95.0,student_mobility_2015,2015
01490015,Lawrence - Alexander B Bruce,623,24.2,16.1,556,84.9,student_mobility_2015,2015
01490017,Lawrence - Arlington Middle School,575,20.3,13.9,528,86.7,student_mobility_2015,2015
01490530,Lawrence - Business Management & Finance High School,556,23.7,12.6,517,82.0,student_mobility_2015,2015
01490009,Lawrence - Community Day Arlington,715,19.6,11.9,665,86.5,student_mobility_2015,2015
01490053,Lawrence - Edward F. Parthum,688,27.2,17.4,622,80.5,student_mobility_2015,2015
01490080,Lawrence - Emily G Wetherbee,786,20.4,14.2,720,86.9,student_mobility_2015,2015
01490040,Lawrence - Francis M Leahy,614,24.3,16.0,559,83.2,student_mobility_2015,2015
01490525,Lawrence - Frost Middle School,525,13.7,9.9,496,91.3,student_mobility_2015,2015
01490022,Lawrence - Gerard A. Guilmette,597,20.4,12.4,558,85.1,student_mobility_2015,2015
01490025,Lawrence - Guilmette Middle School,566,21.7,11.8,529,83.7,student_mobility_2015,2015
01490531,Lawrence - Health & Human Services High School,539,13.7,5.0,528,88.1,student_mobility_2015,2015
01490536,Lawrence - High School Learning Center,255,67.1,48.2,195,43.1,student_mobility_2015,2015
01490532,Lawrence - Humanities & Leadership Development High School,598,10.9,3.2,590,90.3,student_mobility_2015,2015
01490534,Lawrence - International High School,620,44.7,31.1,493,69.6,student_mobility_2015,2015
01490020,Lawrence - James F Hennessey,486,47.3,37.4,410,62.4,student_mobility_2015,2015
01490003,Lawrence - John Breen School,421,43.2,32.5,356,67.1,student_mobility_2015,2015
01490075,Lawrence - John K Tarbox,397,22.2,12.1,364,84.9,student_mobility_2015,2015
01490002,Lawrence - Lawlor Early Childhood Center,219,30.1,25.1,184,83.2,student_mobility_2015,2015
01490011,Lawrence - Lawrence Family Public Academy,220,51.8,45.0,185,57.3,student_mobility_2015,2015
01490533,"Lawrence - Math, Science & Technology High School",571,17.7,9.5,537,87.5,student_mobility_2015,2015
01490048,Lawrence - Oliver Partnership School,557,25.9,16.3,499,82.8,student_mobility_2015,2015
01490027,Lawrence - Parthum Middle School,602,20.8,13.8,557,85.6,student_mobility_2015,2015
01490535,Lawrence - Performing & Fine Arts High School,566,14.5,7.6,546,88.6,student_mobility_2015,2015
01490540,Lawrence - Phoenix Academy Lawrence,235,58.7,36.6,188,51.6,student_mobility_2015,2015
01490018,Lawrence - Robert Frost,661,20.7,11.3,619,84.7,student_mobility_2015,2015
01490001,Lawrence - Rollins Early Childhood Center,217,41.5,30.9,192,66.1,student_mobility_2015,2015
01490537,Lawrence - School for Exceptional Studies,253,36.0,24.5,204,79.4,student_mobility_2015,2015
01490004,Lawrence - South Lawrence East Elementary School,642,20.6,14.5,581,87.8,student_mobility_2015,2015
01490016,Lawrence - South Lawrence East Middle School,174,16.1,10.9,163,89.6,student_mobility_2015,2015
01490085,Lawrence - Spark Academy,473,18.8,12.7,440,87.3,student_mobility_2015,2015
01490090,Lawrence - UP Academy Leonard Middle School,380,23.7,14.5,346,83.8,student_mobility_2015,2015
01490049,Lawrence - UP Academy Oliver Middle School,357,16.0,8.7,345,87.0,student_mobility_2015,2015
04540205,Lawrence Family Development Charter - Lawrence Family Development Charter School,683,3.1,1.8,679,97.5,student_mobility_2015,2015
01500025,Lee - Lee Elementary,371,10.5,7.3,349,95.1,student_mobility_2015,2015
01500505,Lee - Lee Middle/High School,353,9.3,5.7,339,94.4,student_mobility_2015,2015
01510505,Leicester - Leicester High,446,6.5,2.9,437,95.4,student_mobility_2015,2015
01510005,Leicester - Leicester Memorial Elementary,412,4.6,4.4,397,99.0,student_mobility_2015,2015
01510015,Leicester - Leicester Middle,399,7.3,4.8,384,96.4,student_mobility_2015,2015
01510010,Leicester - Leicester Primary School,422,13.3,9.0,393,93.1,student_mobility_2015,2015
01520505,Lenox - Lenox Memorial High,417,6.7,3.6,410,94.9,student_mobility_2015,2015
01520015,Lenox - Morris,340,8.8,5.9,323,96.0,student_mobility_2015,2015
01530003,Leominster - Bennett,139,80.6,77.0,94,28.7,student_mobility_2015,2015
01530605,Leominster - Center For Technical Education Innovation,765,13.6,3.1,755,87.5,student_mobility_2015,2015
01530007,Leominster - Fall Brook,719,15.7,11.0,660,91.8,student_mobility_2015,2015
01530025,Leominster - Johnny Appleseed,752,14.6,7.2,712,90.2,student_mobility_2015,2015
01530515,Leominster - Leominster Center for Excellence,32,40.6,28.1,23,82.6,student_mobility_2015,2015
01530505,Leominster - Leominster High School,1154,14.3,9.9,1074,92.1,student_mobility_2015,2015
01530005,Leominster - Lincoln School,54,37.0,27.8,41,82.9,student_mobility_2015,2015
01530030,Leominster - Northwest,729,12.9,7.4,686,92.6,student_mobility_2015,2015
01530040,Leominster - Priest Street,171,20.5,12.3,158,86.1,student_mobility_2015,2015
01530045,Leominster - Samoset School,517,12.6,8.5,480,94.2,student_mobility_2015,2015
01530320,Leominster - Sky View Middle School,921,11.6,6.5,880,92.5,student_mobility_2015,2015
01530010,Leominster - Southeast School,625,12.5,7.5,594,92.1,student_mobility_2015,2015
01540005,Leverett - Leverett Elementary,136,5.1,2.9,133,97.0,student_mobility_2015,2015
01550008,Lexington - Bowman,608,11.0,6.7,575,94.1,student_mobility_2015,2015
01550006,Lexington - Bridge,610,10.3,5.1,588,93.0,student_mobility_2015,2015
01550015,Lexington - Fiske,509,6.1,3.5,495,96.6,student_mobility_2015,2015
01550030,Lexington - Harrington,469,9.2,6.0,447,95.3,student_mobility_2015,2015
01550305,Lexington - Jonas Clarke Middle,857,7.1,4.3,827,96.3,student_mobility_2015,2015
01550010,Lexington - Joseph Estabrook,521,8.3,5.2,499,95.8,student_mobility_2015,2015
01550001,Lexington - Lexington Children's Place,78,38.5,33.3,52,92.3,student_mobility_2015,2015
01550505,Lexington - Lexington High,2140,4.2,2.5,2108,97.2,student_mobility_2015,2015
01550035,Lexington - Maria Hastings,442,5.0,3.6,427,98.4,student_mobility_2015,2015
01550310,Lexington - Wm Diamond Middle,812,4.7,2.7,798,97.0,student_mobility_2015,2015
01570305,Lincoln - Hanscom Middle,261,28.4,10.3,234,79.9,student_mobility_2015,2015
01570006,Lincoln - Hanscom Primary,397,33.8,10.3,362,72.7,student_mobility_2015,2015
01570025,Lincoln - Lincoln School,684,6.9,3.7,661,96.4,student_mobility_2015,2015
06950505,Lincoln-Sudbury - Lincoln-Sudbury Regional High,1626,2.0,1.0,1618,98.5,student_mobility_2015,2015
01580505,Littleton - Littleton High School,450,2.4,0.9,446,98.4,student_mobility_2015,2015
01580305,Littleton - Littleton Middle School,370,2.4,1.4,366,98.6,student_mobility_2015,2015
01580015,Littleton - Russell St Elementary,365,5.5,3.8,354,97.5,student_mobility_2015,2015
01580005,Littleton - Shaker Lane Elementary,443,5.2,3.6,432,97.2,student_mobility_2015,2015
01590005,Longmeadow - Blueberry Hill,511,4.3,2.5,503,97.2,student_mobility_2015,2015
01590010,Longmeadow - Center,401,6.2,4.2,387,97.2,student_mobility_2015,2015
01590017,Longmeadow - Glenbrook Middle,306,4.6,2.3,300,97.3,student_mobility_2015,2015
01590505,Longmeadow - Longmeadow High,978,3.0,1.7,969,97.9,student_mobility_2015,2015
01590305,Longmeadow - Williams Middle,395,2.5,0.8,394,97.7,student_mobility_2015,2015
01590025,Longmeadow - Wolf Swamp Road,359,5.8,3.1,354,95.5,student_mobility_2015,2015
01600020,Lowell - Abraham Lincoln,555,14.6,9.5,519,91.3,student_mobility_2015,2015
01600310,Lowell - B.F.Butler Middle School,593,11.8,6.4,574,91.1,student_mobility_2015,2015
01600090,Lowell - Bartlett Community Partnership,588,17.5,11.4,560,86.6,student_mobility_2015,2015
01600030,Lowell - Charles W Morey,566,12.2,8.1,535,92.9,student_mobility_2015,2015
01600080,Lowell - Charlotte M Murkland Elementary,575,21.6,16.2,525,85.9,student_mobility_2015,2015
01600345,Lowell - Dr An Wang School,734,11.6,6.0,697,93.1,student_mobility_2015,2015
01600002,Lowell - Dr Gertrude Bailey,551,14.0,9.4,519,91.3,student_mobility_2015,2015
01600015,Lowell - Greenhalge,553,16.5,11.2,511,90.4,student_mobility_2015,2015
01600330,Lowell - Henry J Robinson Middle,696,12.4,6.8,668,91.3,student_mobility_2015,2015
01600315,Lowell - James S Daley Middle School,685,7.6,4.7,658,96.2,student_mobility_2015,2015
01600340,Lowell - James Sullivan Middle School,705,15.3,9.4,654,91.3,student_mobility_2015,2015
01600050,Lowell - John J Shaughnessy,539,17.6,10.8,496,89.5,student_mobility_2015,2015
01600010,Lowell - Joseph McAvinnue,552,19.2,11.2,506,88.1,student_mobility_2015,2015
01600360,Lowell - Kathryn P. Stoklosa Middle School,698,10.9,6.3,680,91.5,student_mobility_2015,2015
01600085,Lowell - Laura Lee Therapeutic Day School,24,50.0,41.7,16,75.0,student_mobility_2015,2015
01600320,Lowell - Leblanc Therapeutic Day School,43,39.5,27.9,35,74.3,student_mobility_2015,2015
01600505,Lowell - Lowell High,3253,16.6,8.5,3096,87.6,student_mobility_2015,2015
01600027,Lowell - Moody Elementary,338,27.8,20.1,300,81.3,student_mobility_2015,2015
01600036,Lowell - Pawtucketville Memorial,550,11.8,7.3,517,93.8,student_mobility_2015,2015
01600040,Lowell - Peter W Reilly,638,16.8,10.2,585,90.8,student_mobility_2015,2015
01600018,Lowell - Pyne Arts,527,4.0,2.1,519,97.5,student_mobility_2015,2015
01600005,Lowell - Rogers Early Learning Center,454,31.7,22.0,398,77.9,student_mobility_2015,2015
01600075,Lowell - S Christa McAuliffe Elementary,552,19.2,11.4,519,85.9,student_mobility_2015,2015
01600055,Lowell - Washington,276,13.0,8.3,257,93.4,student_mobility_2015,2015
35030205,Lowell Collegiate Charter School (District) - Lowell Collegiate Charter School,362,16.0,9.1,351,86.6,student_mobility_2015,2015
04560050,Lowell Community Charter Public - Lowell Community Charter Public School,772,2.2,0.8,772,97.8,student_mobility_2015,2015
04580505,Lowell Middlesex Academy Charter - Lowell Middlesex Academy Charter School,146,60.3,32.2,111,52.3,student_mobility_2015,2015
01610020,Ludlow - Chapin Street Elementary School,353,7.6,3.1,346,94.2,student_mobility_2015,2015
01610010,Ludlow - East Street Elementary School,435,12.9,8.3,409,92.7,student_mobility_2015,2015
01610505,Ludlow - Ludlow Senior High,918,5.4,2.0,908,95.6,student_mobility_2015,2015
01610305,Ludlow - Paul R Baird Middle,671,6.1,2.8,658,95.7,student_mobility_2015,2015
01610023,Ludlow - Veterans Park Elementary,427,4.7,2.1,420,96.9,student_mobility_2015,2015
01620505,Lunenburg - Lunenburg High,568,6.5,2.1,559,95.0,student_mobility_2015,2015
01620010,Lunenburg - Lunenburg Primary School,565,10.6,6.9,530,95.3,student_mobility_2015,2015
01620020,Lunenburg - Turkey Hill Middle,503,7.4,3.6,488,95.5,student_mobility_2015,2015
01630016,Lynn - A Drewicz Elementary,561,16.0,11.1,514,91.6,student_mobility_2015,2015
01630011,Lynn - Aborn,267,8.2,4.1,262,93.5,student_mobility_2015,2015
01630405,Lynn - Breed Middle School,1271,12.1,8.6,1199,93.2,student_mobility_2015,2015
01630020,Lynn - Brickett Elementary,299,7.7,4.0,291,94.8,student_mobility_2015,2015
01630090,Lynn - Capt William G Shoemaker,315,8.9,7.6,298,96.3,student_mobility_2015,2015
01630505,Lynn - Classical High,1765,19.4,12.7,1619,87.8,student_mobility_2015,2015
01630035,Lynn - Cobbet Elementary,644,17.7,10.2,602,88.0,student_mobility_2015,2015
01630045,Lynn - E J Harrington,738,19.5,15.0,659,90.1,student_mobility_2015,2015
01630004,Lynn - Early Childhood Center,331,27.8,18.7,287,83.3,student_mobility_2015,2015
01630095,Lynn - Edward A Sisson,475,11.4,4.8,458,91.9,student_mobility_2015,2015
01630525,Lynn - Fecteau-Leary Junior/Senior High School,166,51.8,35.5,120,66.7,student_mobility_2015,2015
01630055,Lynn - Hood,476,10.7,7.4,458,92.8,student_mobility_2015,2015
01630060,Lynn - Ingalls,795,16.1,9.3,747,89.3,student_mobility_2015,2015
01630030,Lynn - Julia F Callahan,547,15.7,12.6,500,92.2,student_mobility_2015,2015
01630070,Lynn - Lincoln-Thomson,300,8.0,3.7,292,94.5,student_mobility_2015,2015
01630510,Lynn - Lynn English High,1766,18.9,14.2,1626,88.1,student_mobility_2015,2015
01630605,Lynn - Lynn Vocational Technical Institute,875,8.6,4.2,858,93.2,student_mobility_2015,2015
01630075,Lynn - Lynn Woods,171,2.9,1.8,168,98.8,student_mobility_2015,2015
01630420,Lynn - Pickering Middle,672,8.2,5.1,651,94.8,student_mobility_2015,2015
01630050,Lynn - Robert L Ford,559,12.7,8.1,528,92.4,student_mobility_2015,2015
01630085,Lynn - Sewell-Anderson,308,8.8,5.5,297,94.6,student_mobility_2015,2015
01630305,Lynn - Thurgood Marshall Mid,1071,13.9,10.4,1002,92.0,student_mobility_2015,2015
01630100,Lynn - Tracy,434,14.3,7.6,406,91.6,student_mobility_2015,2015
01630005,Lynn - Washington Elementary School,474,16.9,11.4,450,87.6,student_mobility_2015,2015
01630080,Lynn - William R Fallon,53,28.3,26.4,40,95.0,student_mobility_2015,2015
01630040,Lynn - Wm P Connery,656,15.9,10.5,616,89.6,student_mobility_2015,2015
01640010,Lynnfield - Huckleberry Hill,394,4.3,2.8,385,97.9,student_mobility_2015,2015
01640505,Lynnfield - Lynnfield High,639,3.1,1.6,632,97.9,student_mobility_2015,2015
01640405,Lynnfield - Lynnfield Middle School,735,1.4,1.1,727,99.7,student_mobility_2015,2015
01640005,Lynnfield - Lynnfield Preschool,63,77.8,77.8,50,28.0,student_mobility_2015,2015
01640020,Lynnfield - Summer Street,416,1.4,1.4,411,99.8,student_mobility_2015,2015
04680505,Ma Academy for Math and Science - Ma Academy for Math and Science School,99,6.1,4.0,99,93.9,student_mobility_2015,2015
01650003,Malden - Beebe,949,11.0,5.9,912,92.7,student_mobility_2015,2015
01650013,Malden - Ferryway,936,11.3,6.3,908,91.4,student_mobility_2015,2015
01650027,Malden - Forestdale,619,10.0,5.7,601,92.7,student_mobility_2015,2015
01650047,Malden - Linden,920,7.7,3.5,902,94.1,student_mobility_2015,2015
01650049,Malden - Malden Early Learning Center,414,37.2,29.2,318,81.8,student_mobility_2015,2015
01650505,Malden - Malden High,1962,13.4,9.1,1883,90.2,student_mobility_2015,2015
01650057,Malden - Salemwood,1233,24.5,17.6,1093,85.2,student_mobility_2015,2015
06980020,Manchester Essex Regional - Essex Elementary,272,2.6,1.1,270,98.1,student_mobility_2015,2015
06980510,Manchester Essex Regional - Manchester Essex Regional High School,442,1.1,0.5,441,99.1,student_mobility_2015,2015
06980030,Manchester Essex Regional - Manchester Essex Regional Middle School,379,2.9,1.3,376,97.9,student_mobility_2015,2015
06980010,Manchester Essex Regional - Manchester Memorial Elementary,425,3.3,1.9,421,97.6,student_mobility_2015,2015
01670007,Mansfield - Everett W Robinson,754,5.8,4.2,728,97.5,student_mobility_2015,2015
01670035,Mansfield - Harold L Qualters Middle,1105,2.5,1.6,1091,98.7,student_mobility_2015,2015
01670014,Mansfield - Jordan/Jackson Elementary,919,3.6,2.2,902,98.2,student_mobility_2015,2015
01670505,Mansfield - Mansfield High,1364,4.3,1.8,1347,96.9,student_mobility_2015,2015
01670003,Mansfield - Roland Green School,116,40.5,36.2,93,74.2,student_mobility_2015,2015
01680015,Marblehead - Elbridge Gerry,152,11.2,8.6,144,93.8,student_mobility_2015,2015
01680020,Marblehead - Glover,401,12.7,9.0,368,95.1,student_mobility_2015,2015
01680010,Marblehead - L H Coffin,176,4.5,2.8,173,97.1,student_mobility_2015,2015
01680005,Marblehead - Malcolm L Bell,338,10.4,4.1,325,93.2,student_mobility_2015,2015
01680505,Marblehead - Marblehead High,1038,3.5,1.7,1028,97.5,student_mobility_2015,2015
01680300,Marblehead - Marblehead Veterans Middle School,521,4.0,3.1,512,97.7,student_mobility_2015,2015
01680016,Marblehead - Village School,709,3.2,2.4,700,98.0,student_mobility_2015,2015
04640305,Marblehead Community Charter Public - Marblehead Community Charter Public School,235,3.8,2.1,230,98.3,student_mobility_2015,2015
01690005,Marion - Sippican,460,6.1,3.5,446,96.9,student_mobility_2015,2015
01700045,Marlborough - 1 LT Charles W. Whitcomb School,1393,8.8,5.7,1334,95.3,student_mobility_2015,2015
01700030,Marlborough - Charles Jaworek School,800,12.3,8.4,748,93.9,student_mobility_2015,2015
01700006,Marlborough - Early Childhood Center,203,59.6,57.1,164,50.0,student_mobility_2015,2015
01700008,Marlborough - Francis J Kane,673,12.2,6.4,639,92.5,student_mobility_2015,2015
01700505,Marlborough - Marlborough High,1151,12.9,7.6,1102,90.9,student_mobility_2015,2015
01700025,Marlborough - Richer,629,11.4,7.0,599,93.0,student_mobility_2015,2015
01710015,Marshfield - Daniel Webster,419,5.5,3.3,408,97.1,student_mobility_2015,2015
01710005,Marshfield - Eames Way School,253,6.3,5.9,238,99.6,student_mobility_2015,2015
01710310,Marshfield - Furnace Brook Middle,1044,4.0,1.6,1031,97.2,student_mobility_2015,2015
01710020,Marshfield - Gov Edward Winslow,429,2.8,1.6,423,98.6,student_mobility_2015,2015
01710505,Marshfield - Marshfield High,1337,2.7,0.9,1328,98.0,student_mobility_2015,2015
01710025,Marshfield - Martinson Elementary,532,14.3,10.7,494,92.3,student_mobility_2015,2015
01710010,Marshfield - South River,377,4.0,2.4,369,98.1,student_mobility_2015,2015
07000505,Martha's Vineyard - Martha's Vineyard Regional High,701,6.3,2.7,688,95.5,student_mobility_2015,2015
04660550,Martha's Vineyard Charter - Martha's Vineyard Charter School,184,9.2,6.0,178,93.8,student_mobility_2015,2015
04920005,Martin Luther King Jr. Charter School of Excellence - Martin Luther King Jr. Charter School of Excellence,370,11.9,9.5,368,88.6,student_mobility_2015,2015
07050505,Masconomet - Masconomet Regional High School,1327,1.9,0.8,1319,98.7,student_mobility_2015,2015
07050405,Masconomet - Masconomet Regional Middle School,661,1.2,0.8,658,99.2,student_mobility_2015,2015
01720005,Mashpee - Kenneth Coombs School,495,14.3,10.7,459,92.4,student_mobility_2015,2015
01720505,Mashpee - Mashpee High,466,12.9,8.6,445,91.2,student_mobility_2015,2015
01720020,Mashpee - Mashpee Middle School,276,9.1,3.3,270,93.0,student_mobility_2015,2015
01720035,Mashpee - Quashnet School,551,8.5,6.0,536,94.0,student_mobility_2015,2015
39010900,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,756,41.4,22.4,744,59.5,student_mobility_2015,2015
04690505,MATCH Charter Public School (District) - MATCH Charter Public School,906,4.2,2.1,897,96.8,student_mobility_2015,2015
01730005,Mattapoisett - Center,277,6.5,4.7,272,95.2,student_mobility_2015,2015
01730010,Mattapoisett - Old Hammondtown,234,2.6,2.6,231,98.7,student_mobility_2015,2015
01740305,Maynard - Fowler School,469,5.5,3.8,455,97.4,student_mobility_2015,2015
01740010,Maynard - Green Meadow,544,12.1,10.1,518,92.3,student_mobility_2015,2015
01740505,Maynard - Maynard High,463,6.9,5.6,446,96.6,student_mobility_2015,2015
01750005,Medfield - Dale Street,407,1.0,0.7,405,99.5,student_mobility_2015,2015
01750505,Medfield - Medfield Senior High,882,2.2,1.2,876,98.5,student_mobility_2015,2015
01750003,Medfield - Memorial School,390,23.1,22.6,377,79.6,student_mobility_2015,2015
01750007,Medfield - Ralph Wheelock School,355,2.8,2.0,349,98.9,student_mobility_2015,2015
01750305,Medfield - Thomas Blake Middle,634,1.4,0.6,631,99.0,student_mobility_2015,2015
01760130,Medford - Brooks School,540,2.8,1.1,536,97.9,student_mobility_2015,2015
01760140,Medford - Christopher Columbus,485,9.9,4.7,474,92.2,student_mobility_2015,2015
01760510,Medford - Curtis-Tufts,28,75.0,28.6,22,31.8,student_mobility_2015,2015
01760068,Medford - John J McGlynn Elementary School,590,11.7,7.6,560,93.0,student_mobility_2015,2015
01760320,Medford - John J. McGlynn Middle School,498,7.8,4.2,484,94.8,student_mobility_2015,2015
01760315,Medford - Madeleine Dugger Andrews,505,5.3,2.8,496,96.4,student_mobility_2015,2015
01760505,Medford - Medford High,1250,10.2,7.6,1181,95.0,student_mobility_2015,2015
01760605,Medford - Medford Vocational Technical High,211,9.5,2.4,207,92.3,student_mobility_2015,2015
01760150,Medford - Milton Fuller Roberts,603,11.4,6.8,578,92.4,student_mobility_2015,2015
01770015,Medway - Burke/Memorial Elementary School,497,3.0,2.2,486,99.2,student_mobility_2015,2015
01770013,Medway - John D Mc Govern Elementary,358,5.3,3.6,346,98.0,student_mobility_2015,2015
01770505,Medway - Medway High,803,2.2,1.0,797,98.5,student_mobility_2015,2015
01770305,Medway - Medway Middle,780,2.8,1.7,772,98.2,student_mobility_2015,2015
01780003,Melrose - Early Childhood Center,328,7.6,5.2,313,96.8,student_mobility_2015,2015
01780017,Melrose - Herbert Clark Hoover,264,8.3,4.5,256,94.5,student_mobility_2015,2015
01780025,Melrose - Horace Mann,262,1.9,0.8,260,98.8,student_mobility_2015,2015
01780020,Melrose - Lincoln,383,9.7,2.9,377,91.8,student_mobility_2015,2015
01780505,Melrose - Melrose High,949,4.2,1.9,943,96.4,student_mobility_2015,2015
01780305,Melrose - Melrose Middle,867,2.5,1.2,861,98.1,student_mobility_2015,2015
01780035,Melrose - Roosevelt,407,6.9,4.2,393,96.4,student_mobility_2015,2015
01780050,Melrose - Winthrop,345,3.5,1.2,341,97.7,student_mobility_2015,2015
07100179,Mendon-Upton - Henry P Clough,465,4.1,2.2,457,97.6,student_mobility_2015,2015
07100001,Mendon-Upton - Memorial School,476,7.4,5.5,452,97.6,student_mobility_2015,2015
07100015,Mendon-Upton - Miscoe Hill School,824,2.3,1.3,817,98.5,student_mobility_2015,2015
07100510,Mendon-Upton - Nipmuc Regional High,641,6.2,3.1,630,95.4,student_mobility_2015,2015
