Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
02430040,Quincy - Atherton Hough,283,6.0,3.5,275,96.7,student_mobility_2011,2011
02430305,Quincy - Atlantic Middle,491,12.4,9.6,470,91.5,student_mobility_2011,2011
02430020,Quincy - Beechwood Knoll Elem,373,6.7,3.0,365,95.3,student_mobility_2011,2011
02430310,Quincy - Broad Meadows Middle,309,4.9,2.9,300,98.0,student_mobility_2011,2011
02430315,Quincy - Central Middle,577,5.4,3.8,560,97.5,student_mobility_2011,2011
02430025,Quincy - Charles A Bernazzani Elem,359,4.2,2.5,352,97.7,student_mobility_2011,2011
02430055,Quincy - Clifford H Marshall Elem,582,15.8,10.0,535,91.6,student_mobility_2011,2011
02430075,Quincy - Francis W Parker,315,13.0,8.9,298,92.0,student_mobility_2011,2011
02430035,Quincy - Lincoln-Hancock Comm Sch,716,22.1,16.1,633,88.2,student_mobility_2011,2011
02430060,Quincy - Merrymount,373,9.4,7.8,359,94.2,student_mobility_2011,2011
02430065,Quincy - Montclair,403,7.0,4.7,395,94.9,student_mobility_2011,2011
02430510,Quincy - North Quincy High,1381,5.9,4.1,1361,95.4,student_mobility_2011,2011
02430325,Quincy - Point Webster Middle,402,13.2,5.7,387,90.2,student_mobility_2011,2011
02430505,Quincy - Quincy High,1562,17.3,11.6,1451,89.0,student_mobility_2011,2011
02430320,Quincy - Reay E Sterling Middle,378,16.9,11.6,346,90.8,student_mobility_2011,2011
02430090,Quincy - Snug Harbor Comm School,475,22.3,16.2,421,87.7,student_mobility_2011,2011
02430095,Quincy - Squantum,358,8.4,2.8,350,93.7,student_mobility_2011,2011
02430110,Quincy - Wollaston School,313,11.2,8.0,304,91.5,student_mobility_2011,2011
07550515,Ralph C Mahar - Pathways Early College Innovation School,22,50.0,40.9,19,57.9,student_mobility_2011,2011
07550505,Ralph C Mahar - Ralph C Mahar Reg,881,21.9,9.3,825,83.4,student_mobility_2011,2011
07550525,Ralph C Mahar - The Gateway to College,78,100.0,100.0,0,0.0,student_mobility_2011,2011
02440020,Randolph - Elizabeth G Lyons Elem,375,8.8,5.9,357,95.8,student_mobility_2011,2011
02440018,Randolph - J F Kennedy Elem,518,17.8,12.4,466,91.4,student_mobility_2011,2011
02440015,Randolph - Margaret L Donovan,519,15.0,11.2,472,93.4,student_mobility_2011,2011
02440040,Randolph - Martin E Young Elem,426,17.8,12.9,379,92.4,student_mobility_2011,2011
02440410,Randolph - Randolph Community Middle,497,11.7,7.4,471,93.2,student_mobility_2011,2011
02440505,Randolph - Randolph High,815,17.1,10.9,755,89.5,student_mobility_2011,2011
02460002,Reading - Alice M Barrows,403,2.5,1.0,400,98.3,student_mobility_2011,2011
02460305,Reading - Arthur W Coolidge Middle,491,1.0,0.2,490,99.2,student_mobility_2011,2011
02460005,Reading - Birch Meadow,424,2.1,1.7,419,99.1,student_mobility_2011,2011
02460017,Reading - J Warren Killam,451,2.2,1.3,447,98.7,student_mobility_2011,2011
02460010,Reading - Joshua Eaton,430,2.6,1.2,427,98.1,student_mobility_2011,2011
02460505,Reading - Reading Memorial High,1366,5.1,3.4,1338,96.9,student_mobility_2011,2011
02460310,Reading - Walter S Parker Middle,597,1.0,0.7,594,99.5,student_mobility_2011,2011
02460020,Reading - Wood End Elementary School,352,2.0,1.1,350,98.6,student_mobility_2011,2011
02480003,Revere - A. C. Whelan Elementary School,797,10.4,6.5,768,93.0,student_mobility_2011,2011
02480025,Revere - Abraham Lincoln,642,18.5,15.4,586,89.3,student_mobility_2011,2011
02480013,Revere - Beachmont Veterans Memorial School,358,25.1,18.4,314,85.4,student_mobility_2011,2011
02480056,Revere - Garfield Elementary School,840,21.8,16.2,764,86.0,student_mobility_2011,2011
02480057,Revere - Garfield Middle School,476,16.0,10.7,450,88.9,student_mobility_2011,2011
02480050,Revere - Paul Revere,419,12.2,9.6,396,92.9,student_mobility_2011,2011
02480505,Revere - Revere High,1574,15.1,9.6,1496,89.3,student_mobility_2011,2011
02480014,Revere - Rumney Marsh Academy,522,9.2,6.1,499,95.0,student_mobility_2011,2011
02480520,Revere - Seacoast School,184,60.3,40.8,140,52.1,student_mobility_2011,2011
02480305,Revere - Susan B. Anthony Middle School,462,8.7,6.3,448,94.2,student_mobility_2011,2011
02480035,Revere - William McKinley,499,13.4,9.0,476,90.8,student_mobility_2011,2011
02490005,Richmond - Richmond Consolidated,168,5.4,3.0,166,95.8,student_mobility_2011,2011
04830305,Rising Tide Charter Public (District) - Rising Tide Charter Public School,328,9.5,4.3,320,92.8,student_mobility_2011,2011
04820050,River Valley Charter (District) - River Valley Charter School,294,3.7,2.0,289,97.9,student_mobility_2011,2011
02500005,Rochester - Rochester Memorial,567,5.6,4.2,546,98.0,student_mobility_2011,2011
02510060,Rockland - Jefferson Elementary School,397,14.9,12.3,364,92.9,student_mobility_2011,2011
02510305,Rockland - John W Rogers Middle,576,8.7,5.0,557,94.4,student_mobility_2011,2011
02510020,Rockland - Memorial Park,310,7.4,3.2,301,95.4,student_mobility_2011,2011
02510025,Rockland - R Stewart Esten,483,10.4,6.2,461,93.9,student_mobility_2011,2011
02510505,Rockland - Rockland Senior High,612,9.0,3.9,602,92.5,student_mobility_2011,2011
02520005,Rockport - Rockport Elementary,398,5.3,4.0,393,95.9,student_mobility_2011,2011
02520510,Rockport - Rockport High,315,6.4,2.5,308,95.8,student_mobility_2011,2011
02520305,Rockport - Rockport Middle,256,5.9,3.1,251,96.0,student_mobility_2011,2011
02530005,Rowe - Rowe Elem,66,1.5,1.5,66,98.5,student_mobility_2011,2011
04840505,Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,259,6.6,2.7,257,94.2,student_mobility_2011,2011
04410505,Sabis International Charter (District) - Sabis International Charter School,1599,4.5,2.6,1586,96.3,student_mobility_2011,2011
02580003,Salem - Bates,356,11.2,6.5,336,94.1,student_mobility_2011,2011
02580005,Salem - Bentley,380,13.2,7.4,362,91.2,student_mobility_2011,2011
02580015,Salem - Carlton,233,20.6,13.7,206,89.8,student_mobility_2011,2011
02580305,Salem - Collins Middle,700,10.3,6.3,661,95.0,student_mobility_2011,2011
02580030,Salem - Horace Mann Laboratory,345,14.8,9.0,318,92.5,student_mobility_2011,2011
02580025,Salem - Nathaniel Bowditch,520,5.4,3.1,508,96.9,student_mobility_2011,2011
02580001,Salem - Salem Early Childhood,136,20.6,14.7,116,93.1,student_mobility_2011,2011
02580505,Salem - Salem High,1293,15.2,9.2,1236,88.8,student_mobility_2011,2011
02580050,Salem - Saltonstall School,393,6.6,3.1,382,96.1,student_mobility_2011,2011
02580070,Salem - Witchcraft Heights,483,7.3,4.8,462,97.0,student_mobility_2011,2011
04850485,Salem Academy Charter (District) - Salem Academy Charter School,341,15.3,5.6,330,87.6,student_mobility_2011,2011
02610010,Sandwich - Forestdale,791,4.4,4.2,766,98.7,student_mobility_2011,2011
02610005,Sandwich - Henry T Wing,872,6.0,4.2,849,96.6,student_mobility_2011,2011
02610025,Sandwich - Oak Ridge,820,5.1,2.3,805,96.7,student_mobility_2011,2011
02610505,Sandwich - Sandwich High,1036,5.7,2.7,1019,95.9,student_mobility_2011,2011
02620001,Saugus - Ballard School,98,23.5,17.4,81,92.6,student_mobility_2011,2011
02620305,Saugus - Belmonte Saugus Middle,730,4.9,3.2,709,97.9,student_mobility_2011,2011
02620067,Saugus - Douglas Waybright,235,8.5,4.7,225,95.6,student_mobility_2011,2011
02620040,Saugus - Lynnhurst,282,4.3,1.8,278,97.1,student_mobility_2011,2011
02620050,Saugus - Oaklandvale,244,9.8,7.8,230,95.7,student_mobility_2011,2011
02620505,Saugus - Saugus High,772,13.3,5.8,750,89.2,student_mobility_2011,2011
02620065,Saugus - Veterans Memorial,628,7.3,4.6,606,96.0,student_mobility_2011,2011
02630010,Savoy - Savoy Elem,54,31.5,29.6,40,92.5,student_mobility_2011,2011
02640007,Scituate - Cushing Elementary,451,4.0,2.2,442,98.0,student_mobility_2011,2011
02640305,Scituate - Gates Intermediate School,513,2.3,0.6,510,98.2,student_mobility_2011,2011
02640010,Scituate - Hatherly Elementary,363,1.4,0.8,361,99.2,student_mobility_2011,2011
02640015,Scituate - Jenkins Elementary School,658,3.7,2.1,645,98.3,student_mobility_2011,2011
02640505,Scituate - Scituate High School,936,7.3,4.2,908,95.6,student_mobility_2011,2011
02640020,Scituate - Wampatuck Elementary,425,100.0,100.0,417,0.0,student_mobility_2011,2011
02650405,Seekonk - Dr. Kevin M. Hurley Middle School,538,3.4,2.6,525,99.1,student_mobility_2011,2011
02650007,Seekonk - George R Martin,500,4.8,4.2,481,99.0,student_mobility_2011,2011
02650015,Seekonk - Mildred Aitken School,472,4.7,2.8,460,97.8,student_mobility_2011,2011
02650505,Seekonk - Seekonk High,693,4.8,2.7,681,96.9,student_mobility_2011,2011
04860105,Seven Hills Charter Public (District) - Seven Hills Charter School,770,20.4,6.4,761,80.6,student_mobility_2011,2011
02660005,Sharon - Cottage Street,436,3.9,2.5,430,97.4,student_mobility_2011,2011
02660010,Sharon - East Elementary,435,10.8,9.7,422,91.9,student_mobility_2011,2011
02660015,Sharon - Heights Elementary,620,7.4,4.5,603,95.2,student_mobility_2011,2011
02660505,Sharon - Sharon High,1194,2.9,1.7,1182,98.1,student_mobility_2011,2011
02660305,Sharon - Sharon Middle,823,3.3,2.4,812,98.0,student_mobility_2011,2011
08710605,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Voc Tech High School,1332,2.0,0.8,1327,98.3,student_mobility_2011,2011
02690010,Sherborn - Pine Hill,436,2.3,1.6,430,99.1,student_mobility_2011,2011
02700010,Shirley - Lura A White,405,12.1,8.6,386,92.2,student_mobility_2011,2011
02700305,Shirley - Shirley Middle School,411,10.2,5.8,395,93.4,student_mobility_2011,2011
02710005,Shrewsbury - Beal School,373,11.0,7.0,356,93.3,student_mobility_2011,2011
02710015,Shrewsbury - Calvin Coolidge,401,9.5,7.7,381,95.3,student_mobility_2011,2011
02710020,Shrewsbury - Floral Street School,773,7.5,4.9,748,95.6,student_mobility_2011,2011
02710030,Shrewsbury - Oak Middle School,923,4.0,2.0,916,96.7,student_mobility_2011,2011
02710040,Shrewsbury - Parker Road Preschool,275,58.2,56.0,240,47.9,student_mobility_2011,2011
02710305,Shrewsbury - Sherwood Middle School,944,3.0,1.8,934,98.1,student_mobility_2011,2011
02710505,Shrewsbury - Shrewsbury Sr High,1653,4.2,2.6,1620,97.8,student_mobility_2011,2011
02710035,Shrewsbury - Spring Street,392,4.1,3.8,381,98.7,student_mobility_2011,2011
02710025,Shrewsbury - Walter J Paton,375,2.1,1.1,372,98.7,student_mobility_2011,2011
02720005,Shutesbury - Shutesbury Elementary,149,5.4,4.0,146,96.6,student_mobility_2011,2011
04770010,Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,585,5.0,1.5,577,96.4,student_mobility_2011,2011
07600505,Silver Lake - Silver Lake Reg High,1339,6.4,3.7,1307,95.9,student_mobility_2011,2011
07600405,Silver Lake - Silver Lake Regional Middle School,632,3.6,2.4,619,98.4,student_mobility_2011,2011
04190305,Smith Leadership Academy Charter Public (District) - Smith Leadership Academy Charter Public School,214,10.3,3.3,210,91.4,student_mobility_2011,2011
02730005,Somerset - Chace Street,397,17.9,17.1,370,88.1,student_mobility_2011,2011
02730008,Somerset - North Elementary,505,7.5,6.3,492,94.9,student_mobility_2011,2011
02730505,Somerset - Somerset High,989,5.2,2.9,970,96.7,student_mobility_2011,2011
02730305,Somerset - Somerset Middle School,602,5.2,2.8,590,96.8,student_mobility_2011,2011
02730015,Somerset - South,240,7.1,4.2,235,94.9,student_mobility_2011,2011
02730025,Somerset - Wilbur,146,9.6,7.5,137,96.4,student_mobility_2011,2011
02740087,Somerville - Albert F. Argenziano School at Lincoln Park,606,19.0,10.7,556,88.3,student_mobility_2011,2011
02740075,Somerville - Arthur D Healey,562,10.9,6.1,535,93.6,student_mobility_2011,2011
02740015,Somerville - Benjamin G Brown,276,8.0,3.6,268,94.8,student_mobility_2011,2011
02740005,Somerville - Capuano ECC,460,20.7,15.2,411,88.8,student_mobility_2011,2011
02740111,Somerville - E Somerville Community,551,10.5,5.1,528,93.4,student_mobility_2011,2011
02740510,Somerville - Full Circle High School,66,59.1,42.4,43,62.8,student_mobility_2011,2011
02740083,Somerville - John F Kennedy,462,22.3,17.3,449,80.0,student_mobility_2011,2011
02740410,Somerville - Next Wave Junior High,42,64.3,40.5,26,57.7,student_mobility_2011,2011
02740505,Somerville - Somerville High,1440,15.8,8.4,1354,89.5,student_mobility_2011,2011
02740115,Somerville - West Somerville Neighborhood,332,10.8,6.0,325,91.1,student_mobility_2011,2011
02740120,Somerville - Winter Hill Community,431,17.2,10.0,392,91.1,student_mobility_2011,2011
02780305,South Hadley - Michael E. Smith Middle School,645,5.3,3.3,632,96.7,student_mobility_2011,2011
02780020,South Hadley - Mosier,462,6.1,2.8,451,96.2,student_mobility_2011,2011
02780015,South Hadley - Plains Elementary,366,17.2,14.5,340,89.1,student_mobility_2011,2011
02780505,South Hadley - South Hadley High,668,6.4,3.3,657,95.1,student_mobility_2011,2011
08290605,South Middlesex Regional Vocational Technical - Joseph P Keefe Tech HS,697,10.9,5.0,676,91.9,student_mobility_2011,2011
04880550,South Shore Charter Public (District) - South Shore Charter Public School,548,5.5,2.6,547,94.7,student_mobility_2011,2011
08730605,South Shore Regional Vocational Technical - So Shore Voc Tech High,609,5.6,1.6,605,95.0,student_mobility_2011,2011
02750005,Southampton - William E Norris,570,3.3,2.5,559,98.6,student_mobility_2011,2011
02760050,Southborough - Albert S. Woodward Memorial School,309,1.3,0.3,308,99.0,student_mobility_2011,2011
02760020,Southborough - Margaret A Neary,373,1.3,1.3,368,100.0,student_mobility_2011,2011
02760008,Southborough - Mary E Finn School,341,18.8,17.3,325,85.2,student_mobility_2011,2011
02760305,Southborough - P Brent Trottier,505,1.8,1.2,499,99.4,student_mobility_2011,2011
02770005,Southbridge - Charlton Street,433,15.9,8.1,406,89.7,student_mobility_2011,2011
02770010,Southbridge - Eastford Road,488,22.3,12.5,437,86.7,student_mobility_2011,2011
02770305,Southbridge - Mary E Wells Jr High,553,15.7,10.7,512,91.0,student_mobility_2011,2011
02770505,Southbridge - Southbridge High,484,28.7,16.1,449,76.8,student_mobility_2011,2011
02770020,Southbridge - West Street,479,20.9,14.0,428,88.6,student_mobility_2011,2011
08720605,Southeastern Regional Vocational Technical - Southeastern Reg Voc Tech,1278,7.2,1.6,1268,93.5,student_mobility_2011,2011
07650015,Southern Berkshire - Monterey,11,0.0,0.0,11,100.0,student_mobility_2011,2011
07650505,Southern Berkshire - Mt Everett Regional,424,11.6,3.5,416,90.1,student_mobility_2011,2011
07650018,Southern Berkshire - New Marlborough Central,77,3.9,3.9,75,98.7,student_mobility_2011,2011
07650030,Southern Berkshire - South Egremont,20,10.0,5.0,19,94.7,student_mobility_2011,2011
07650035,Southern Berkshire - Undermountain,383,6.3,3.1,373,96.3,student_mobility_2011,2011
08760605,Southern Worcester County Regional Vocational Technical - Bay Path Reg Voc Tech H S,1104,7.7,3.1,1085,93.9,student_mobility_2011,2011
07660305,Southwick-Tolland - Powder Mill,588,4.8,2.6,578,96.9,student_mobility_2011,2011
07660505,Southwick-Tolland - Southwick-Tolland Regional High,568,7.2,2.6,558,94.4,student_mobility_2011,2011
07660010,Southwick-Tolland - Woodland Elementary,628,6.7,4.3,610,96.1,student_mobility_2011,2011
07670505,Spencer-E Brookfield - David Prouty High,507,14.8,8.5,489,88.3,student_mobility_2011,2011
07670008,Spencer-E Brookfield - East Brookfield Elementary,254,15.0,9.5,237,91.1,student_mobility_2011,2011
07670415,Spencer-E Brookfield - Knox Trail Junior High,326,8.3,4.0,316,94.6,student_mobility_2011,2011
07670010,Spencer-E Brookfield - Lake Street,329,7.9,4.9,315,96.2,student_mobility_2011,2011
07670005,Spencer-E Brookfield - Maple Street School,246,19.9,15.0,215,91.6,student_mobility_2011,2011
07670040,Spencer-E Brookfield - Wire Village School,432,7.9,4.4,419,95.0,student_mobility_2011,2011
04760505,Spirit of Knowledge Charter School (District) - Spirit of Knowledge Charter School,185,65.4,50.8,142,45.1,student_mobility_2011,2011
02810095,Springfield - Alfred G Zanetti,437,7.1,1.6,435,93.3,student_mobility_2011,2011
02810175,Springfield - Alice B Beal Elem,326,17.2,8.6,303,89.1,student_mobility_2011,2011
02810165,Springfield - Arthur T Talmadge,303,10.6,5.6,296,91.6,student_mobility_2011,2011
02810010,Springfield - Boland School,899,31.9,23.0,754,81.2,student_mobility_2011,2011
02810025,Springfield - Brightwood,444,21.9,14.0,404,85.9,student_mobility_2011,2011
02810310,Springfield - Chestnut Street Middle,1140,29.0,19.3,993,81.5,student_mobility_2011,2011
02810035,Springfield - Daniel B Brunton,595,30.4,21.0,521,79.5,student_mobility_2011,2011
02810125,Springfield - Dryden Memorial,355,30.1,20.0,298,83.2,student_mobility_2011,2011
02810030,Springfield - Elias Brookings,444,36.3,26.8,352,80.4,student_mobility_2011,2011
02810325,Springfield - Forest Park Middle,931,31.8,19.1,810,78.4,student_mobility_2011,2011
02810075,Springfield - Frank H Freedman,323,22.3,16.1,284,88.4,student_mobility_2011,2011
02810080,Springfield - Frederick Harris,663,26.6,18.1,581,83.8,student_mobility_2011,2011
02810195,Springfield - Gerena,764,26.3,13.5,705,79.9,student_mobility_2011,2011
02810065,Springfield - Glenwood,356,29.5,18.0,320,78.4,student_mobility_2011,2011
02810068,Springfield - Glickman Elementary,297,21.6,13.5,262,88.9,student_mobility_2011,2011
02810510,Springfield - High School Of Commerce,1514,46.6,22.2,1325,61.0,student_mobility_2011,2011
02810530,Springfield - High School/Science-Tech,1387,32.7,14.4,1284,72.7,student_mobility_2011,2011
02810050,Springfield - Hiram L Dorman,328,14.9,9.8,300,93.0,student_mobility_2011,2011
02810085,Springfield - Homer Street,528,37.9,25.4,421,77.9,student_mobility_2011,2011
02810100,Springfield - Indian Orchard Elem,811,29.1,19.1,703,81.8,student_mobility_2011,2011
02810328,Springfield - John F Kennedy Middle,769,32.0,19.6,665,78.7,student_mobility_2011,2011
02810320,Springfield - John J Duggan Middle,486,22.0,12.4,441,85.9,student_mobility_2011,2011
02810110,Springfield - Kensington Avenue,418,36.6,20.1,362,73.2,student_mobility_2011,2011
02810115,Springfield - Liberty,303,21.5,11.9,278,85.6,student_mobility_2011,2011
02810120,Springfield - Lincoln,461,36.2,27.8,349,84.2,student_mobility_2011,2011
02810330,Springfield - M Marcus Kiley Middle,922,31.9,22.8,839,74.9,student_mobility_2011,2011
02810060,Springfield - Margaret C Ells,297,32.0,22.2,248,81.5,student_mobility_2011,2011
02810140,Springfield - Mary M Lynch,317,25.9,19.6,262,89.7,student_mobility_2011,2011
